,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass_Private,marital-status_Non-Married,occupation_Other,relationship_Non-Husband,race_White,sex_Male,native-country_US,income
0,0.30136986301369856,0.08202587875557113,0.8546575557838922,0.1339422020324545,0.05338525424827443,0.3903587018460347,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1,0.4520547945205479,0.08124920866596158,0.7395487680602337,0.0436786201992979,0.03127554517205817,0.14013353312410928,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
2,0.2876712328767123,0.07271401036602848,0.6404220641171735,0.12827245408189306,-0.05121343781405073,0.41159297840125175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,0.4931506849315069,0.26332192293859447,0.4167758927551321,0.08896480820799606,-0.031353667822179396,0.43469200956838144,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
4,0.1506849315068493,0.23072193227395846,0.8209702713612652,0.022295008777374215,0.004273611122261561,0.40668670232377474,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,,,,,,,,,,,,,,
6,0.4383561643835617,0.12843779828657495,0.32629663757381844,0.08901180684899974,0.10448015540201784,0.24589594903812484,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
7,0.4794520547945205,0.1172055670406967,0.5264553265368397,0.06526029099324633,0.026484546651411752,0.486794630647828,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
8,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,
10,0.27397260273972607,0.1622855476121773,0.5920287419270192,0.010633855659584092,0.002461834991241022,0.7954346661983537,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
11,0.1780821917808219,0.08730224099852159,0.8017665286946901,0.007359261543799097,0.0002323876735347794,0.39339206580575886,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
12,0.0821917808219178,0.0994684166417368,0.775678836942475,0.1078471367515353,0.031530580351759076,0.2503273345304736,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
13,0.2054794520547945,0.11694235444789175,0.739250381737953,0.05417745861453925,-0.020082406398587112,0.5100904395277072,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
14,0.3150684931506849,0.11223019510378678,0.7456236474379041,0.10110106088229795,0.11821997478315839,0.46262511790496963,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
15,0.2328767123287671,0.12790643303131843,0.19416273815024226,0.08717821226032053,0.1455611229452306,0.4914180129496319,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
16,0.1095890410958904,0.1673683636060127,0.5797936309867464,0.09285714281457862,0.050397909334679025,0.4500491769666747,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
17,0.2054794520547945,0.17134404451552424,0.5497883754407296,0.07356490899061423,0.049959337587586555,0.391019236338181,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
18,0.2876712328767123,-0.04171659598425832,0.35753339030824693,0.1026912327286763,-0.008114029284588709,0.4986243130306129,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
19,0.35616438356164376,0.19633612727778688,0.8665684625938874,0.0011885894139990196,0.0021519358439734005,0.4517589406184388,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
20,,,,,,,,,,,,,,
21,0.5068493150684932,0.2455279663011502,0.5393088609383634,0.07055040335863758,0.00812269297056911,0.13973789701070002,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
22,0.2465753424657534,0.0667407430114671,0.24492251279521166,0.13769878018142065,0.0733880740243761,0.3797304845142792,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
23,0.35616438356164376,0.19161120110388005,0.40926818449955876,0.0895468085102389,0.5541433527945689,0.42628350601500564,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
24,0.5753424657534245,-0.037859430238964695,0.5764033280593751,0.046473373113814366,-0.006558110325653891,0.39824013848627937,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
