,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass_Private,marital-status_Non-Married,occupation_Other,relationship_Non-Husband,race_White,sex_Male,native-country_US,income
0,0.30136986301369856,0.04413120765299046,0.8,0.021740217402174022,0.0,0.39795918367346933,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
1,,,,,,,,,,,,,,0
2,,,,,,,,,,,,,,0
3,,,,,,,,,,,,,,0
4,0.1506849315068493,0.2206350656072092,0.8,0.0,0.0,0.39795918367346933,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5,,,,,,,,,,,,,,0
6,,,,,,,,,,,,,,0
7,,,,,,,,,,,,,,0
8,0.1917808219178082,0.022661294960135032,0.8666666666666667,0.14084140841408413,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1
9,,,,,,,,,,,,,,0
10,,,,,,,,,,,,,,0
11,0.1780821917808219,0.08728143615347926,0.8,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
12,0.0821917808219178,0.07441031313531085,0.8,0.0,0.0,0.2959183673469387,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1
13,0.2054794520547945,0.13039174895052144,0.7333333333333334,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1
14,0.3150684931506849,0.07407204446203441,0.6666666666666666,0.0,0.0,0.39795918367346933,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
15,,,,,,,,,,,,,,0
16,,,,,,,,,,,,,,0
17,,,,,,,,,,,,,,0
18,,,,,,,,,,,,,,0
19,0.35616438356164376,0.18935603792668365,0.8666666666666667,0.0,0.0,0.44897959183673464,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
20,,,,,,,,,,,,,,0
21,,,,,,,,,,,,,,0
22,,,,,,,,,,,,,,0
23,,,,,,,,,,,,,,0
24,,,,,,,,,,,,,,0
25,0.5342465753424657,0.13839653883493505,0.8,0.0,0.0,0.39795918367346933,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
26,,,,,,,,,,,,,,0
27,0.5068493150684932,0.11360821045723776,0.6,0.0,0.0,0.6020408163265305,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
28,,,,,,,,,,,,,,0
29,,,,,,,,,,,,,,0
30,0.0821917808219178,0.12071049952134981,0.7333333333333334,0.0,0.0,0.520408163265306,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
31,,,,,,,,,,,,,,0
32,0.3835616438356165,0.25346809957276667,0.8,0.0,0.3232323232323232,0.39795918367346933,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
33,,,,,,,,,,,,,,0
34,,,,,,,,,,,,,,0
35,,,,,,,,,,,,,,0
36,,,,,,,,,,,,,,0
37,,,,,,,,,,,,,,0
38,,,,,,,,,,,,,,0
39,,,,,,,,,,,,,,0
40,,,,,,,,,,,,,,0
41,,,,,,,,,,,,,,0
42,0.0958904109589041,0.1087209046657398,0.8,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
43,,,,,,,,,,,,,,0
44,,,,,,,,,,,,,,0
45,,,,,,,,,,,,,,0
46,,,,,,,,,,,,,,0
47,0.3698630136986301,0.07852501327704542,0.8666666666666667,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1
48,0.32876712328767127,0.06042696271940952,0.6666666666666666,0.0,0.0,0.39795918367346933,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
49,0.1643835616438356,0.17534562601692022,0.6666666666666666,0.0,0.0,0.42857142857142855,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
50,,,,,,,,,,,,,,0
51,,,,,,,,,,,,,,0
52,,,,,,,,,,,,,,0
53,0.4520547945205479,0.16189538703010253,0.8,0.0,0.0,0.5510204081632653,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
54,,,,,,,,,,,,,,0
55,0.35616438356164376,0.15269989141575588,0.6,0.0,0.0,0.39795918367346933,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
56,,,,,,,,,,,,,,0
57,0.2465753424657534,0.029812971250545453,0.6666666666666666,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
58,,,,,,,,,,,,,,0
59,,,,,,,,,,,,,,0
60,0.1780821917808219,0.03194000466810769,0.8,0.024070240702407025,0.0,0.39795918367346933,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
61,,,,,,,,,,,,,,0
62,,,,,,,,,,,,,,0
63,,,,,,,,,,,,,,0
64,,,,,,,,,,,,,,0
65,,,,,,,,,,,,,,0
66,,,,,,,,,,,,,,0
67,,,,,,,,,,,,,,0
68,0.4383561643835617,0.12136809382219922,0.6,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
69,,,,,,,,,,,,,,0
70,,,,,,,,,,,,,,0
71,0.1917808219178082,0.20139772615797824,0.8,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
72,0.1643835616438356,0.10148939696843615,0.8,0.0,0.0,0.7040816326530611,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
73,,,,,,,,,,,,,,0
74,0.8493150684931505,0.07608271345598955,0.6013333333333328,0.0,0.0,0.19387755102040813,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
75,,,,,,,,,,,,,,0
76,,,,,,,,,,,,,,0
77,,,,,,,,,,,,,,0
78,,,,,,,,,,,,,,0
79,,,,,,,,,,,,,,0
80,,,,,,,,,,,,,,0
81,0.4794520547945205,0.17876146307966567,0.8,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
82,,,,,,,,,,,,,,0
83,,,,,,,,,,,,,,0
84,0.3698630136986301,0.22414088213704617,0.5333333333333333,0.14344143441434415,0.0,0.39795918367346933,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1
85,,,,,,,,,,,,,,0
86,,,,,,,,,,,,,,0
87,,,,,,,,,,,,,,0
88,,,,,,,,,,,,,,0
89,0.35616438356164376,0.2696556086637372,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
90,,,,,,,,,,,,,,0
91,0.27397260273972607,0.18567229207470326,0.6,0.0,0.0,0.39795918367346933,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
92,,,,,,,,,,,,,,0
93,,,,,,,,,,,,,,0
94,0.2328767123287671,0.14478643407312694,0.8,0.0,0.0,0.39795918367346933,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
95,,,,,,,,,,,,,,0
96,,,,,,,,,,,,,,0
97,0.27397260273972607,0.12881135770897395,0.6,0.0,0.0,0.47959183673469385,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
98,0.4246575342465753,0.10744089600606177,0.7333333333333334,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
99,,,,,,,,,,,,,,0
100,,,,,,,,,,,,,,0
101,,,,,,,,,,,,,,0
102,0.41095890410958896,0.09257128166617618,0.8666666666666667,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
103,,,,,,,,,,,,,,0
104,,,,,,,,,,,,,,0
105,0.2054794520547945,0.20659759220358362,0.5333333333333333,0.07688076880768807,0.0,0.39795918367346933,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
106,,,,,,,,,,,,,,0
107,,,,,,,,,,,,,,0
108,,,,,,,,,,,,,,0
109,,,,,,,,,,,,,,0
110,0.0958904109589041,0.28420725045074297,0.8,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
111,,,,,,,,,,,,,,0
112,,,,,,,,,,,,,,0
113,,,,,,,,,,,,,,0
114,,,,,,,,,,,,,,0
115,,,,,,,,,,,,,,0
116,0.5342465753424657,0.19674044306430827,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
117,0.4383561643835617,0.12521759132408508,0.6666666666666666,0.0,0.0,0.39795918367346933,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
118,0.5205479452054793,0.1591669119114548,0.6,0.0,0.0,0.5612244897959183,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
119,,,,,,,,,,,,,,0
120,,,,,,,,,,,,,,0
121,,,,,,,,,,,,,,0
122,0.1780821917808219,0.04387885922272624,0.8,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
123,,,,,,,,,,,,,,0
124,,,,,,,,,,,,,,0
125,,,,,,,,,,,,,,0
126,,,,,,,,,,,,,,0
127,,,,,,,,,,,,,,0
128,,,,,,,,,,,,,,0
129,0.30136986301369856,0.2391248312884992,0.6,0.0,0.0,0.39795918367346933,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
130,0.1506849315068493,0.03878994530195553,0.7333333333333334,0.0,0.0,0.6020408163265305,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1
131,,,,,,,,,,,,,,0
132,,,,,,,,,,,,,,0
133,0.27397260273972607,0.1636658852660314,0.8,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
134,,,,,,,,,,,,,,0
135,,,,,,,,,,,,,,0
136,,,,,,,,,,,,,,0
137,0.136986301369863,0.10205024642872848,0.6666666666666666,0.0,0.0,0.346938775510204,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
138,,,,,,,,,,,,,,0
139,0.4383561643835617,0.04714653460657662,0.6,0.0,0.0,0.39795918367346933,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
140,,,,,,,,,,,,,,0
141,,,,,,,,,,,,,,0
142,,,,,,,,,,,,,,0
143,0.3835616438356165,0.12468515643234794,0.6666666666666666,0.0,0.3590449954086318,0.39795918367346933,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1
144,,,,,,,,,,,,,,0
145,,,,,,,,,,,,,,0
146,,,,,,,,,,,,,,0
147,,,,,,,,,,,,,,0
148,,,,,,,,,,,,,,0
149,0.35616438356164376,0.10985410472121587,0.6,0.0,0.0,0.39795918367346933,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
150,0.41095890410958896,0.11753077399255131,0.6,0.0,0.0,0.37755102040816324,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
151,,,,,,,,,,,,,,0
152,0.2191780821917808,0.10196635579775593,0.8,0.0,0.0,0.39795918367346933,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
